City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2017-12-21,79.98,147.74,7.02,49.55,32.07,17.28,0.14,13.58,79.71,0.33,3.95,0.19,170.0,Moderate
Amaravati,2017-12-22,76.27,152.59,7.51,56.0,35.9,19.53,0.15,29.88,56.97,0.29,4.44,0.19,165.0,Moderate
Amaravati,2017-12-23,86.5,147.95,5.24,42.0,26.6,20.78,0.15,11.85,73.09,0.31,3.9,0.17,159.0,Moderate
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,28.41,23.68,0.22,10.85,62.78,0.34,4.81,0.29,232.0,Poor
Amaravati,2017-12-25,110.73,171.47,1.69,31.06,17.89,21.66,0.1,12.23,76.07,0.33,3.96,0.16,242.0,Poor
Amaravati,2017-12-26,107.7,170.21,4.97,43.54,27.2,22.52,0.17,18.07,64.6,0.33,4.01,0.16,274.0,Poor
Amaravati,2017-12-27,104.81,192.2,9.59,63.48,41.57,21.06,0.23,17.01,63.87,0.38,4.1,0.36,259.0,Poor
Amaravati,2017-12-28,89.95,175.16,10.95,64.53,43.23,18.87,0.27,15.52,62.49,0.36,4.12,0.23,225.0,Poor
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,29.81,18.2,0.17,9.47,67.11,0.32,3.76,0.18,177.0,Moderate
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,21.44,16.86,0.1,8.26,66.91,0.25,3.28,0.14,120.0,Moderate
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,25.49,17.82,0.08,11.45,61.91,0.33,4.16,0.19,120.0,Moderate
Amaravati,2018-01-01,59.03,108.83,3.45,23.36,15.23,18.03,0.09,26.05,87.55,0.23,3.2,0.09,120.0,Moderate
Amaravati,2018-01-02,61.88,109.82,3.87,23.14,15.45,19.57,0.09,12.81,81.38,0.2,3.84,0.04,132.0,Moderate
Amaravati,2018-01-03,71.57,137.48,5.01,39.99,25.36,25.61,0.09,16.82,80.3,0.24,6.55,0.11,136.0,Moderate
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,33.36,19.45,0.11,16.93,71.09,0.3,7.23,0.23,182.0,Moderate
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,35.19,21.02,0.08,23.11,68.79,0.29,7.88,0.2,222.0,Poor
Amaravati,2018-01-06,85.15,151.97,11.05,61.55,41.72,18.71,0.07,11.86,90.8,0.26,7.14,0.16,230.0,Poor
Amaravati,2018-01-07,81.47,145.68,6.45,46.9,30.18,20.18,0.07,9.63,96.49,0.25,7.26,0.15,224.0,Poor
Amaravati,2018-01-08,81.58,132.66,3.97,34.93,21.81,21.59,0.09,12.81,118.91,0.29,6.16,0.15,217.0,Poor
Amaravati,2018-01-09,79.56,146.64,4.44,37.58,23.6,17.71,0.05,17.77,137.61,0.05,1.1,0.02,230.0,Poor
Amaravati,2018-01-10,87.43,155.95,3.9,37.31,23.02,22.35,0.1,13.4,121.72,0.1,1.93,0.01,229.0,Poor
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,25.82,23.66,0.08,35.39,106.17,0.22,6.61,0.07,229.0,Poor
Amaravati,2018-01-12,110.39,182.54,4.54,52.24,31.49,24.74,0.04,36.01,82.2,0.28,8.48,0.12,235.0,Poor
Amaravati,2018-01-13,77.51,125.01,3.85,36.41,22.49,20.06,0.05,14.36,72.16,0.19,7.12,0.07,214.0,Poor
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,18.03,21.23,0.05,4.83,62.6,0.23,6.93,0.07,186.0,Moderate
Amaravati,2018-01-15,76.29,115.53,2.96,21.35,13.75,20.38,0.05,8.75,69.99,0.18,7.71,0.07,172.0,Moderate
Amaravati,2018-01-16,67.06,100.34,3.22,20.25,13.29,18.78,0.06,4.7,54.92,0.15,6.52,0.07,138.0,Moderate
Amaravati,2018-01-17,68.34,104.45,3.71,26.26,16.99,20.29,0.06,6.43,45.63,0.15,6.54,0.07,125.0,Moderate
Amaravati,2018-01-18,66.28,117.3,7.36,45.13,29.99,21.68,0.05,7.21,45.97,0.19,6.81,0.1,132.0,Moderate
Amaravati,2018-01-19,64.98,116.14,6.98,45.4,29.83,21.32,0.06,8.83,50.28,0.18,6.79,0.14,111.0,Moderate
Amaravati,2018-01-20,75.46,132.84,9.56,56.53,37.84,21.88,0.13,30.48,51.98,0.2,6.58,0.14,137.0,Moderate
Amaravati,2018-01-21,81.58,141.85,4.99,38.15,24.35,19.33,0.05,11.04,59.76,0.16,5.83,0.07,172.0,Moderate
Amaravati,2018-01-22,78.27,142.86,5.98,45.36,29.01,19.12,0.06,10.32,58.53,0.16,5.57,0.06,160.0,Moderate
Amaravati,2018-01-23,79.01,138.14,6.16,45.43,29.17,20.29,0.06,10.18,58.04,0.18,5.76,0.07,163.0,Moderate
Amaravati,2018-01-24,77.98,137.31,5.09,44.96,28.04,21.11,0.06,7.22,50.69,0.17,6.37,0.08,165.0,Moderate
Amaravati,2018-01-25,77.96,155.73,8.4,59.92,38.7,23.45,0.06,31.01,40.77,0.18,7.39,0.13,139.0,Moderate
Amaravati,2018-01-26,79.04,143.38,6.19,43.61,28.23,26.0,0.08,8.67,45.46,0.19,7.14,0.1,176.0,Moderate
Amaravati,2018-01-27,77.78,131.14,6.1,43.84,28.33,26.3,0.09,7.62,43.26,0.18,6.61,0.07,162.0,Moderate
Amaravati,2018-01-28,76.48,131.86,4.06,33.37,21.04,22.05,0.06,7.49,45.71,0.16,4.43,0.06,160.0,Moderate
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53.0,0.15,4.24,0.05,142.0,Moderate
Amaravati,2018-01-30,78.23,140.66,5.36,45.76,28.7,21.73,0.05,12.45,45.35,0.19,4.83,0.08,172.0,Moderate
Amaravati,2018-01-31,68.53,147.48,8.28,61.52,39.46,19.74,0.04,23.68,37.99,0.18,5.11,0.11,134.0,Moderate
Amaravati,2018-02-01,62.08,152.59,10.08,62.18,41.29,19.42,0.05,8.97,34.93,0.16,4.65,0.13,136.0,Moderate
Amaravati,2018-02-02,50.64,130.36,6.48,45.52,29.49,19.89,0.07,10.61,40.57,0.18,3.9,0.11,130.0,Moderate
Amaravati,2018-02-03,44.21,119.52,3.63,34.37,21.23,23.31,0.07,5.86,31.73,0.09,3.54,0.06,111.0,Moderate
Amaravati,2018-02-04,50.71,115.65,7.91,35.16,25.13,11.19,0.06,8.16,32.58,0.13,3.19,0.08,117.0,Moderate
Amaravati,2018-02-05,42.27,100.54,4.95,30.69,20.33,13.4,0.66,8.99,32.18,0.12,2.8,0.09,102.0,Moderate
Amaravati,2018-02-06,39.41,101.1,3.21,28.53,17.83,17.9,0.81,5.86,28.72,0.12,3.07,0.11,108.0,Moderate
Amaravati,2018-02-07,50.56,116.89,6.93,37.27,25.44,11.05,0.97,5.25,23.36,0.08,2.3,0.1,99.0,Satisfactory
Amaravati,2018-02-08,50.54,120.05,2.91,26.96,16.74,13.02,0.9,17.9,36.66,0.1,2.28,0.21,121.0,Moderate
Amaravati,2018-02-09,26.22,62.82,2.24,20.1,12.54,12.32,0.61,8.25,23.74,0.07,3.07,0.12,86.0,Satisfactory
Amaravati,2018-02-10,31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,0.11,57.0,Satisfactory
Amaravati,2018-02-11,70.26,112.29,0.4,11.87,6.57,13.05,0.62,7.29,31.4,0.06,2.1,0.1,107.0,Moderate
Amaravati,2018-02-12,59.47,99.73,0.54,12.85,7.18,11.94,0.68,7.62,30.57,0.04,1.88,0.11,118.0,Moderate
Amaravati,2018-02-13,58.71,99.04,0.41,13.88,7.62,11.99,0.86,6.89,36.2,0.12,1.84,0.1,110.0,Moderate
Amaravati,2018-02-14,56.29,107.96,0.25,16.71,9.02,10.89,0.95,12.91,48.39,0.16,2.37,0.1,114.0,Moderate
Amaravati,2018-02-15,50.41,118.62,1.68,25.6,15.01,20.24,0.69,11.81,33.46,0.17,3.82,0.11,111.0,Moderate
Amaravati,2018-02-16,57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02,0.14,117.0,Moderate
Amaravati,2018-02-17,43.82,97.19,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52,0.12,107.0,Moderate
Amaravati,2018-02-18,42.71,80.24,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09,0.12,87.0,Satisfactory
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,0.15,89.0,Satisfactory
Amaravati,2018-02-20,50.91,99.84,4.55,16.33,12.39,23.18,0.64,10.34,26.24,0.1,2.51,0.1,97.0,Satisfactory
Amaravati,2018-02-21,38.5,106.7,4.5,16.82,12.69,19.54,0.58,11.02,26.62,0.1,2.68,0.11,100.0,Satisfactory
Amaravati,2018-02-22,32.21,107.43,7.39,17.33,15.32,18.13,0.6,11.81,24.84,0.12,3.28,0.13,105.0,Moderate
Amaravati,2018-02-23,35.36,107.25,6.13,17.75,14.52,16.57,0.85,10.87,23.99,0.09,2.92,0.2,114.0,Moderate
Amaravati,2018-02-24,59.65,127.26,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67,0.15,116.0,Moderate
Amaravati,2018-02-27,39.52,113.31,19.35,21.18,27.0,18.5,0.81,15.02,18.8,0.15,2.65,0.2,116.0,Moderate
Amaravati,2018-02-28,43.08,116.06,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16,0.12,108.0,Moderate
Amaravati,2018-03-01,38.1,97.0,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12,0.11,100.0,Satisfactory
Amaravati,2018-03-02,33.08,83.16,5.37,18.83,14.38,14.52,0.72,8.98,23.63,0.05,2.04,0.1,92.0,Satisfactory
Amaravati,2018-03-03,29.7,77.45,4.45,17.33,13.01,12.72,0.65,9.71,29.26,0.05,1.85,0.1,80.0,Satisfactory
Amaravati,2018-03-04,38.67,82.67,4.45,22.81,15.74,12.41,0.66,12.63,22.9,0.06,2.18,0.11,88.0,Satisfactory
Amaravati,2018-03-05,30.04,83.07,11.58,24.74,22.65,12.52,0.78,8.98,17.81,0.05,1.91,0.21,83.0,Satisfactory
Amaravati,2018-03-06,39.72,103.81,19.66,26.29,30.06,14.03,0.81,9.68,17.53,0.11,2.46,0.17,100.0,Satisfactory
Amaravati,2018-03-07,38.21,78.95,5.71,19.03,14.85,14.15,0.75,8.03,22.81,0.05,2.19,0.1,81.0,Satisfactory
Amaravati,2018-03-08,58.31,124.64,11.93,28.85,25.14,14.0,1.03,10.21,22.24,0.12,2.38,0.16,112.0,Moderate
Amaravati,2018-03-09,62.49,113.56,8.08,22.65,18.7,16.53,0.91,12.68,26.26,0.09,2.18,0.12,113.0,Moderate
Amaravati,2018-03-10,49.04,102.46,5.75,19.92,15.26,14.09,0.64,6.82,26.52,0.1,2.5,0.1,105.0,Moderate
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,0.1,88.0,Satisfactory
Amaravati,2018-03-12,32.44,75.3,6.01,19.07,15.02,12.65,0.68,7.75,21.52,0.09,2.72,0.15,78.0,Satisfactory
Amaravati,2018-03-13,26.43,80.85,10.73,20.82,19.8,11.64,0.72,9.43,16.52,0.08,2.24,0.13,78.0,Satisfactory
Amaravati,2018-03-14,25.08,60.67,7.17,15.22,13.94,14.1,0.56,8.63,13.8,0.05,2.19,0.12,69.0,Satisfactory
Amaravati,2018-03-15,26.09,63.05,4.9,10.42,9.51,10.74,0.58,11.33,21.38,0.02,1.26,0.1,60.0,Satisfactory
Amaravati,2018-03-17,49.58,82.95,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18,0.22,61.0,Satisfactory
Amaravati,2018-03-18,43.52,80.01,6.41,20.43,16.16,13.75,0.8,10.57,23.36,0.12,2.6,0.29,90.0,Satisfactory
Amaravati,2018-03-19,39.83,76.09,4.63,14.37,11.5,13.34,0.7,8.89,23.13,0.09,2.71,0.1,74.0,Satisfactory
Amaravati,2018-03-20,36.89,76.61,6.62,18.83,15.39,13.96,0.57,7.04,13.58,0.06,2.88,0.1,76.0,Satisfactory
Amaravati,2018-03-22,52.69,94.25,4.69,14.44,11.58,15.35,0.59,16.81,19.03,0.01,1.48,0.1,92.0,Satisfactory
Amaravati,2018-03-23,46.48,95.41,4.35,14.79,11.5,15.02,0.6,15.55,21.04,0.03,1.62,0.16,93.0,Satisfactory
Amaravati,2018-03-24,44.22,77.62,3.56,8.53,7.52,14.58,0.73,9.61,23.87,0.02,1.28,0.1,88.0,Satisfactory
Amaravati,2018-03-26,39.05,81.51,3.43,9.86,8.11,10.94,0.68,7.26,23.74,0.05,2.2,0.13,79.0,Satisfactory
Amaravati,2018-03-27,30.21,67.22,5.11,11.29,10.25,11.24,0.58,13.19,20.89,0.01,1.96,0.1,74.0,Satisfactory
Amaravati,2018-03-28,31.14,60.35,4.25,10.36,9.05,11.8,0.83,14.42,20.99,0.02,1.69,0.1,62.0,Satisfactory
Amaravati,2018-04-02,24.23,52.06,4.32,14.33,11.23,8.17,0.56,9.95,23.86,0.04,1.38,0.1,55.0,Satisfactory
Amaravati,2018-04-03,22.29,55.96,4.38,11.27,9.64,10.88,0.67,8.08,19.63,0.03,1.85,0.1,56.0,Satisfactory
Amaravati,2018-04-04,25.28,54.59,4.93,9.65,9.24,12.44,0.72,8.7,19.64,0.01,1.5,0.1,56.0,Satisfactory
Amaravati,2018-04-07,24.4,70.25,5.01,10.84,9.84,10.27,0.74,7.4,13.13,0.0,1.11,0.1,76.0,Satisfactory
Amaravati,2018-04-09,23.72,55.74,4.18,8.86,8.18,10.54,0.81,6.71,19.29,0.0,0.99,0.1,81.0,Satisfactory
Amaravati,2018-04-10,26.12,56.77,4.8,11.71,10.14,9.83,0.5,6.88,14.32,0.0,1.14,0.12,59.0,Satisfactory
Amaravati,2018-05-11,12.42,36.29,4.47,10.28,9.11,4.63,0.51,5.82,36.88,0.03,0.21,0.15,52.0,Satisfactory
Amaravati,2018-05-17,15.2,45.09,4.69,9.26,8.84,8.99,1.18,6.82,54.21,2.11,0.06,4.47,125.0,Moderate
Amaravati,2018-05-24,25.62,56.44,4.28,13.88,10.97,11.52,0.48,7.3,44.62,0.44,0.34,8.45,86.0,Satisfactory
Amaravati,2018-05-25,40.32,66.25,4.36,11.3,9.65,10.61,0.5,7.57,24.35,39.22,4.47,8.46,62.0,Satisfactory
Amaravati,2018-05-26,13.07,37.35,3.8,8.59,7.75,9.78,0.46,6.09,29.05,28.37,5.06,4.02,78.0,Satisfactory
Amaravati,2018-05-27,16.56,41.96,3.03,7.25,6.31,9.48,0.41,6.48,62.01,35.84,0.44,1.52,114.0,Moderate
Amaravati,2018-05-28,19.57,44.72,3.72,7.72,7.22,10.79,0.34,5.99,64.58,53.89,26.79,125.18,103.0,Moderate
Amaravati,2018-06-03,27.42,57.28,3.36,19.38,13.04,7.89,0.32,6.83,77.6,16.54,8.98,89.7,129.0,Moderate
Amaravati,2018-06-04,31.26,72.82,2.6,10.78,7.92,9.02,0.4,7.7,100.25,6.66,1.0,47.94,136.0,Moderate
Amaravati,2018-06-05,28.12,70.21,2.67,13.18,9.28,11.27,0.38,7.28,126.43,4.24,6.34,22.67,155.0,Moderate
Amaravati,2018-06-21,18.81,55.66,3.91,11.7,9.49,11.32,1.01,5.53,62.72,0.23,0.26,0.1,88.0,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,6.39,9.25,1.0,6.14,64.6,0.4,0.24,0.1,89.0,Satisfactory
Amaravati,2018-06-26,16.86,48.26,2.98,8.54,6.96,10.01,0.52,7.12,50.39,0.36,0.22,0.1,68.0,Satisfactory
Amaravati,2018-06-28,16.46,33.5,5.95,17.41,14.19,11.74,0.61,4.72,40.44,0.48,0.5,0.3,65.0,Satisfactory
Amaravati,2018-06-29,18.4,49.43,4.29,13.66,10.85,13.37,0.38,5.51,48.0,0.4,0.28,0.1,66.0,Satisfactory
Amaravati,2018-06-30,20.31,49.14,3.84,12.76,9.99,12.81,0.41,7.54,61.59,0.39,0.25,0.1,96.0,Satisfactory
Amaravati,2018-07-01,23.99,46.59,3.45,16.64,11.74,15.06,0.51,5.01,46.14,0.34,0.32,0.13,68.0,Satisfactory
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,0.11,76.0,Satisfactory
Amaravati,2018-07-03,15.08,38.79,5.11,13.96,11.66,10.28,0.4,4.9,44.36,0.32,0.25,0.11,70.0,Satisfactory
Amaravati,2018-07-04,19.42,69.33,5.64,13.23,11.71,10.96,0.41,5.6,47.28,0.29,0.25,0.1,75.0,Satisfactory
Amaravati,2018-07-05,13.93,48.97,5.11,10.72,9.94,11.11,0.33,6.52,44.77,0.3,0.25,0.1,73.0,Satisfactory
Amaravati,2018-07-06,18.29,41.01,6.12,17.63,14.44,13.21,0.63,6.53,37.35,0.32,0.29,0.13,85.0,Satisfactory
Amaravati,2018-07-07,17.25,32.02,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2,0.2,83.0,Satisfactory
Amaravati,2018-07-11,16.89,30.98,2.61,6.37,5.51,10.19,0.39,6.75,54.84,0.35,0.87,4.88,62.0,Satisfactory
Amaravati,2018-07-12,15.95,25.24,7.52,7.16,10.56,16.27,0.64,8.77,37.76,0.28,0.12,0.1,79.0,Satisfactory
Amaravati,2018-07-15,8.68,26.62,2.19,5.01,4.44,12.07,0.31,6.29,19.52,0.2,0.06,0.1,31.0,Good
Amaravati,2018-07-18,10.45,41.47,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09,0.1,39.0,Good
Amaravati,2018-07-20,14.48,35.5,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07,0.1,42.0,Good
Amaravati,2018-07-21,17.96,47.61,5.68,14.95,12.66,14.75,0.69,6.51,32.73,0.19,0.12,0.15,73.0,Satisfactory
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11,0.1,55.0,Satisfactory
Amaravati,2018-07-25,17.79,68.97,7.15,16.25,14.55,14.24,0.62,10.42,26.08,0.16,0.08,0.2,86.0,Satisfactory
Amaravati,2018-07-28,17.74,80.26,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19,0.1,57.0,Satisfactory
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,0.1,85.0,Satisfactory
Amaravati,2018-07-30,28.31,98.01,9.45,24.83,20.98,18.71,0.54,6.69,31.12,0.13,0.12,0.1,85.0,Satisfactory
Amaravati,2018-07-31,27.1,112.48,9.04,23.91,20.07,21.23,0.47,12.6,23.43,0.16,0.22,0.1,106.0,Moderate
Amaravati,2018-08-01,20.21,91.71,4.66,16.41,12.61,18.05,0.34,6.74,29.91,0.12,0.08,0.1,100.0,Satisfactory
Amaravati,2018-08-02,18.52,51.48,6.99,18.33,15.52,20.07,0.43,12.46,28.73,0.13,0.1,0.1,68.0,Satisfactory
Amaravati,2018-08-03,25.59,70.1,10.33,21.95,20.17,21.89,0.5,8.64,26.4,0.13,0.14,0.12,61.0,Satisfactory
Amaravati,2018-08-04,21.79,75.21,4.79,15.65,12.3,19.74,0.38,11.1,30.57,0.12,0.08,0.2,71.0,Satisfactory
Amaravati,2018-08-07,18.47,52.91,7.36,16.89,15.06,16.57,0.8,11.49,22.14,0.11,0.09,0.1,111.0,Moderate
Amaravati,2018-08-08,16.73,40.15,6.61,16.05,14.0,19.69,0.44,9.02,20.11,0.11,0.07,0.13,47.0,Good
Amaravati,2018-08-09,18.72,57.71,7.08,25.46,19.29,22.11,0.42,12.33,18.28,0.12,0.15,0.1,47.0,Good
Amaravati,2018-08-10,11.39,28.72,4.4,11.2,9.63,24.46,0.39,9.47,21.17,0.12,0.07,0.1,48.0,Good
Amaravati,2018-08-11,10.62,19.96,3.71,9.32,8.1,17.43,0.59,10.32,14.62,0.07,0.03,0.1,49.0,Good
Amaravati,2018-08-13,9.28,16.42,5.01,7.85,8.31,14.27,0.92,8.12,12.29,0.04,0.03,0.1,57.0,Satisfactory
Amaravati,2018-08-14,7.45,20.5,3.99,8.92,8.08,14.63,0.88,8.35,16.01,0.05,0.04,0.1,60.0,Satisfactory
Amaravati,2018-08-15,15.32,45.04,3.13,10.48,8.12,15.07,0.88,8.93,14.12,0.1,0.06,0.1,52.0,Satisfactory
Amaravati,2018-08-17,11.39,24.61,3.02,7.96,6.77,13.6,0.96,11.82,26.34,0.1,0.02,0.1,63.0,Satisfactory
Amaravati,2018-08-18,12.51,32.52,2.71,6.6,5.8,14.61,0.86,9.47,28.28,0.1,0.02,0.1,53.0,Satisfactory
Amaravati,2018-08-19,8.71,14.17,1.36,6.04,4.31,20.04,1.03,8.12,22.3,0.1,0.01,0.1,56.0,Satisfactory
Amaravati,2018-08-22,7.0,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0.0,0.1,75.0,Satisfactory
Amaravati,2018-08-24,15.76,40.74,4.78,19.03,14.1,16.38,1.36,9.46,23.34,0.1,0.09,0.15,89.0,Satisfactory
Amaravati,2018-08-25,18.79,60.26,5.2,20.45,15.18,18.52,1.1,10.01,22.54,0.1,0.07,0.1,76.0,Satisfactory
Amaravati,2018-08-27,10.1,23.92,4.73,13.33,11.02,19.26,0.87,9.24,20.67,0.1,0.08,0.1,66.0,Satisfactory
Amaravati,2018-08-28,14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06,0.13,61.0,Satisfactory
Amaravati,2018-08-29,22.65,57.46,4.52,16.8,12.7,19.88,1.18,8.89,29.44,0.1,0.08,0.1,83.0,Satisfactory
Amaravati,2018-08-30,28.45,81.89,6.68,19.36,15.81,20.7,1.39,9.78,29.76,0.1,0.07,0.1,87.0,Satisfactory
Amaravati,2018-08-31,24.94,69.22,3.56,19.99,13.29,20.42,1.4,11.98,28.1,0.04,0.06,0.1,97.0,Satisfactory
Amaravati,2018-09-01,26.24,62.75,4.63,21.34,15.23,24.55,1.68,11.17,27.98,0.07,0.12,0.1,98.0,Satisfactory
Amaravati,2018-09-02,30.6,76.16,7.16,24.63,18.91,22.37,1.71,11.64,24.36,0.11,0.18,0.12,99.0,Satisfactory
Amaravati,2018-09-04,24.22,86.08,9.81,26.49,22.16,21.11,1.68,11.54,26.93,0.09,0.1,0.1,98.0,Satisfactory
Amaravati,2018-09-07,31.3,101.05,9.49,25.22,21.23,18.06,1.48,11.06,35.61,0.08,0.16,0.1,90.0,Satisfactory
Amaravati,2018-09-08,27.1,89.38,11.58,21.31,20.76,23.69,1.54,10.21,28.77,0.08,0.11,0.1,106.0,Moderate
Amaravati,2018-09-11,33.28,75.5,10.44,32.4,25.96,23.03,1.11,8.91,30.15,0.07,0.07,0.1,88.0,Satisfactory
Amaravati,2018-09-13,40.56,66.97,2.56,17.56,11.42,22.66,0.62,11.29,37.87,0.07,0.11,0.1,76.0,Satisfactory
Amaravati,2018-09-14,37.93,67.4,3.85,20.86,14.32,19.44,0.78,8.91,34.81,0.07,0.17,0.14,68.0,Satisfactory
Amaravati,2018-09-15,31.64,69.39,2.6,18.65,11.86,24.14,0.66,9.58,39.56,0.06,0.07,0.1,75.0,Satisfactory
Amaravati,2018-09-21,35.02,71.42,2.84,21.04,13.5,19.86,0.74,6.28,41.37,0.02,0.03,0.1,80.0,Satisfactory
Amaravati,2018-09-22,24.29,50.33,3.45,13.45,10.13,18.22,0.97,14.1,47.86,0.03,0.07,0.1,81.0,Satisfactory
Amaravati,2018-09-25,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27.0,30.84,0.03,7.96,12.4,59.0,Satisfactory
